Codigo do IBGE,UF,Nome da cidade
4108809,PR,GUAIRA
3517406,SP,GUAIRA
2304954,CE,GUAIUBA
1301654,AM,GUAJARA
1100106,RO,GUAJARA-MIRIM
2911659,BA,GUAJERU
2404507,RN,GUAMARE
4108957,PR,GUAMIRANGA
2911709,BA,GUANAMBI
3128006,MG,GUANHAES
3517505,SP,GUAPIACU
3517604,SP,GUAPIARA
3301850,RJ,GUAPIMIRIM
4109005,PR,GUAPIRAMA
4309407,RS,GUAPORE
4109104,PR,GUAPOREMA
3517703,SP,GUARA
2506301,PB,GUARABIRA
3517802,SP,GUARACAI
4109203,PR,GUARACI
3517901,SP,GUARACI
4206405,SC,GUARACIABA
2305001,CE,GUARACIABA DO NORTE
3128253,MG,GUARACIAMA
1709302,TO,GUARAI
5209291,GO,GUARAITA
4206504,SC,GUARAMIRIM
3128303,MG,GUARANESIA
3128402,MG,GUARANI
4309506,RS,GUARANI DAS MISSOES
3518008,SP,GUARANI D'OESTE
4109302,PR,GUARANIACU
3518107,SP,GUARANTA
5104104,MT,GUARANTA DO NORTE
3202405,ES,GUARAPARI
4109401,PR,GUARAPUAVA
4109500,PR,GUARAQUECABA
3128501,MG,GUARARA
3518305,SP,GUARAREMA
2911808,BA,GUARATINGA
3518404,SP,GUARATINGUETA
4109609,PR,GUARATUBA
3128600,MG,GUARDA-MOR
3518503,SP,GUAREI
3518602,SP,GUARIBA
5209457,GO,GUARINOS
3518701,SP,GUARUJA
4206603,SC,GUARUJA DO SUL
3518800,SP,GUARULHOS
4206652,SC,GUATAMBU
3128709,MG,GUAXUPE
5004106,MS,GUIA LOPES DA LAGUNA
3128808,MG,GUIDOVAL
2104909,MA,GUIMARAES
3128907,MG,GUIMARANIA
5104203,MT,GUIRATINGA
3129103,MG,GURINHATA
2506400,PB,GURINHEM
2506509,PB,GURJAO
1503101,PA,GURUPA
1709500,TO,GURUPI
3518909,SP,GUZOLANDIA
5209606,GO,HEITORAI
3129202,MG,HELIODORA
2911857,BA,HELIOPOLIS
3519006,SP,HERCULANDIA
4307104,RS,HERVAL
4309571,RS,HERVEIRAS
2305209,CE,HIDROLANDIA
5209705,GO,HIDROLANDIA
5209804,GO,HIDROLINA
3519055,SP,HOLAMBRA
2305233,CE,HORIZONTE
4309605,RS,HORIZONTINA
3519071,SP,HORTOLANDIA
2204600,PI,HUGO NAPOLEAO
4309654,RS,HULHA NEGRA
1301704,AM,HUMAITA
4309704,RS,HUMAITA
3519105,SP,IACANGA
5209903,GO,IACIARA
3519204,SP,IACRI
2911907,BA,IACU
3129301,MG,IAPU
2606507,PE,IATI
4109708,PR,IBAITI
4309753,RS,IBARAMA
2305266,CE,IBARETAMA
2703007,AL,IBATEGUARA
3202454,ES,IBATIBA
4109757,PR,IBEMA
3129400,MG,IBERTIOGA
3129509,MG,IBIA
4309803,RS,IBIACA
4206751,SC,IBIAM
2305308,CE,IBIAPINA
2506608,PB,IBIARA
4206801,SC,IBICARE
2912202,BA,IBICOARA
2912301,BA,IBICUI
2305332,CE,IBICUITINGA
2606606,PE,IBIMIRIM
2912509,BA,IBIPITANGA
2912608,BA,IBIQUERA
3519402,SP,IBIRA
3129657,MG,IBIRACATU
3129707,MG,IBIRACI
3202504,ES,IBIRACU
4309902,RS,IBIRAIARAS
2606705,PE,IBIRAJUBA
4206900,SC,IBIRAMA
2912707,BA,IBIRAPITANGA
2912806,BA,IBIRAPUA
4309951,RS,IBIRAPUITA
3129806,MG,IBIRITE
4310009,RS,IBIRUBA
2913002,BA,IBITIARA
3519600,SP,IBITINGA
3202553,ES,IBITIRAMA
2913101,BA,IBITITA
3129905,MG,IBITIURA DE MINAS
3130002,MG,IBITURUNA
3519709,SP,IBIUNA
2913200,BA,IBOTIRAMA
2305357,CE,ICAPUI
4207007,SC,ICARA
2105104,MA,ICATU
3519808,SP,ICEM
2913309,BA,ICHU
2305407,CE,ICO
3202603,ES,ICONHA
2404606,RN,IELMO MARINHO
3519907,SP,IEPE
2703106,AL,IGACI
2913408,BA,IGAPORA
3520004,SP,IGARACU DO TIETE
2502607,PB,IGARACY
3520103,SP,IGARAPAVA
2105203,MA,IGARAPE GRANDE
1503200,PA,IGARAPE-ACU
1503309,PA,IGARAPE-MIRI
2606804,PE,IGARASSU
3520202,SP,IGARATA
3130200,MG,IGARATINGA
2913457,BA,IGRAPIUNA
2703205,AL,IGREJA NOVA
4310108,RS,IGREJINHA
3301876,RJ,IGUABA GRANDE
2913507,BA,IGUAI
3520301,SP,IGUAPE
4110003,PR,IGUARACU
5004304,MS,IGUATEMI
2305506,CE,IGUATU
4110052,PR,IGUATU
3130408,MG,IJACI
4310207,RS,IJUI
3520426,SP,ILHA COMPRIDA
2802700,SE,ILHA DAS FLORES
2607604,PE,ILHA DE ITAMARACA
2204659,PI,ILHA GRANDE
3520400,SP,ILHABELA
2913606,BA,ILHEUS
3130507,MG,ILICINEA
4310306,RS,ILOPOLIS
2506707,PB,IMACULADA
4207205,SC,IMARUI
4110078,PR,IMBAU
4310330,RS,IMBE
3130556,MG,IMBE DE MINAS
4207304,SC,IMBITUBA
4110102,PR,IMBITUVA
4207403,SC,IMBUIA
4310363,RS,IMIGRANTE
2105302,MA,IMPERATRIZ
5209937,GO,INACIOLANDIA
2607000,PE,INAJA
3130606,MG,INCONFIDENTES
3130655,MG,INDAIABIRA
4207502,SC,INDAIAL
3520509,SP,INDAIATUBA
2305605,CE,INDEPENDENCIA
4310405,RS,INDEPENDENCIA
3520608,SP,INDIANA
3130705,MG,INDIANOPOLIS
4110409,PR,INDIANOPOLIS
3520707,SP,INDIAPORA
5209952,GO,INDIARA
5104500,MT,INDIAVAI
2506806,PB,INGA
2607109,PE,INGAZEIRA
4310413,RS,INHACORA
2913705,BA,INHAMBUPE
1503408,PA,INHANGAPI
2703304,AL,INHAPI
3130903,MG,INHAPIM
3131000,MG,INHAUMA
2204709,PI,INHUMA
5210000,GO,INHUMAS
5004403,MS,INOCENCIA
4207577,SC,IOMERE
3131158,MG,IPABA
5210109,GO,IPAMERI
3131406,MG,IPIACU
2913903,BA,IPIAU
3521150,SP,IPIGUA
2914000,BA,IPIRA
4207601,SC,IPIRA
4110508,PR,IPIRANGA
5210158,GO,IPIRANGA DE GOIAS
5104526,MT,IPIRANGA DO NORTE
4310462,RS,IPIRANGA DO SUL
1301803,AM,IPIXUNA
2607208,PE,IPOJUCA
5210208,GO,IPORA
4110607,PR,IPORA
4207650,SC,IPORA DO OESTE
3521200,SP,IPORANGA
2305803,CE,IPU
3521309,SP,IPUA
4207684,SC,IPUACU
2607307,PE,IPUBI
2404804,RN,IPUEIRA
2305902,CE,IPUEIRAS
1709807,TO,IPUEIRAS
3131505,MG,IPUIUNA
2914109,BA,IPUPIARA
2306009,CE,IRACEMA
1400282,RR,IRACEMA
3521408,SP,IRACEMAPOLIS
4207759,SC,IRACEMINHA
4310504,RS,IRAI
3131604,MG,IRAI DE MINAS
2914208,BA,IRAJUBA
2306108,CE,IRAUCUBA
2914604,BA,IRECE
4110805,PR,IRETAMA
4207908,SC,IRINEOPOLIS
1503507,PA,IRITUIA
3202652,ES,IRUPI
5210307,GO,ISRAELANDIA
4208005,SC,ITA
4310538,RS,ITAARA
2802908,SE,ITABAIANA
2803005,SE,ITABAIANINHA
2914653,BA,ITABELA
3521705,SP,ITABERA
2914703,BA,ITABERABA
5210406,GO,ITABERAI
2803104,SE,ITABI
3131703,MG,ITABIRA
3131901,MG,ITABIRITO
3301900,RJ,ITABORAI
2914802,BA,ITABUNA
1710508,TO,ITACAJA
3132107,MG,ITACARAMBI
2914901,BA,ITACARE
1301902,AM,ITACOATIARA
2607406,PE,ITACURUBA
4310553,RS,ITACURUBI
2915007,BA,ITAETE
2915106,BA,ITAGI
2915205,BA,ITAGIBA
2915304,BA,ITAGIMIRIM
3202702,ES,ITAGUACU
3302007,RJ,ITAGUAI
4110904,PR,ITAGUAJE
3132206,MG,ITAGUARA
5210604,GO,ITAGUARU
1710706,TO,ITAGUATINS
3521804,SP,ITAI
2607505,PE,ITAIBA
2306207,CE,ITAICABA
2205003,PI,ITAINOPOLIS
4208104,SC,ITAIOPOLIS
2105351,MA,ITAIPAVA DO GRAJAU
3132305,MG,ITAIPE
4110953,PR,ITAIPULANDIA
2306256,CE,ITAITINGA
1503606,PA,ITAITUBA
2404853,RN,ITAJA
3521903,SP,ITAJOBI
3522000,SP,ITAJU
2915403,BA,ITAJU DO COLONIA
3132404,MG,ITAJUBA
2915502,BA,ITAJUIPE
3302056,RJ,ITALVA
2915601,BA,ITAMARAJU
3132503,MG,ITAMARANDIBA
1301951,AM,ITAMARATI
2915700,BA,ITAMARI
3132701,MG,ITAMBACURI
4111001,PR,ITAMBARACA
2607653,PE,ITAMBE
4111100,PR,ITAMBE
3132800,MG,ITAMBE DO MATO DENTRO
3132909,MG,ITAMOGI
3133006,MG,ITAMONTE
2915908,BA,ITANAGRA
3522109,SP,ITANHAEM
3133105,MG,ITANHANDU
5104542,MT,ITANHANGA
2916005,BA,ITANHEM
3133204,MG,ITANHOMI
3522158,SP,ITAOCA
5210901,GO,ITAPACI
2306306,CE,ITAPAGE
3133402,MG,ITAPAGIPE
2916104,BA,ITAPARICA
2916203,BA,ITAPE
2916302,BA,ITAPEBI
3133501,MG,ITAPECERICA
3522208,SP,ITAPECERICA DA SERRA
4111209,PR,ITAPEJARA D'OESTE
4208302,SC,ITAPEMA
3202801,ES,ITAPEMIRIM
4111258,PR,ITAPERUCU
2607703,PE,ITAPETIM
2916401,BA,ITAPETINGA
3522307,SP,ITAPETININGA
3133600,MG,ITAPEVA
3522406,SP,ITAPEVA
3522505,SP,ITAPEVI
1710904,TO,ITAPIRATINS
2607752,PE,ITAPISSUMA
2916609,BA,ITAPITANGA
2306504,CE,ITAPIUNA
4208450,SC,ITAPOA
3522703,SP,ITAPOLIS
2507002,PB,ITAPORANGA
3522802,SP,ITAPORANGA
2803203,SE,ITAPORANGA D'AJUDA
2507101,PB,ITAPOROROCA
1101104,RO,ITAPUA DO OESTE
4310579,RS,ITAPUCA
3522901,SP,ITAPUI
3523008,SP,ITAPURA
5211206,GO,ITAPURANGA
3523107,SP,ITAQUAQUECETUBA
2916708,BA,ITAQUARA
4310603,RS,ITAQUI
2607802,PE,ITAQUITINGA
2916807,BA,ITARANTIM
3523206,SP,ITARARE
2306553,CE,ITAREMA
3523305,SP,ITARIRI
5211305,GO,ITARUMA
4310652,RS,ITATI
3302254,RJ,ITATIAIA
3133709,MG,ITATIAIUCU
3523404,SP,ITATIBA
2916856,BA,ITATIM
3523503,SP,ITATINGA
2507200,PB,ITATUBA
2404903,RN,ITAU
3133758,MG,ITAU DE MINAS
5104559,MT,ITAUBA
1600253,AP,ITAUBAL
5211404,GO,ITAUCU
2205102,PI,ITAUEIRA
3133808,MG,ITAUNA
4111308,PR,ITAUNA DO SUL
3133907,MG,ITAVERAVA
3134004,MG,ITINGA
5104609,MT,ITIQUIRA
3523602,SP,ITIRAPINA
3523701,SP,ITIRAPUA
2917003,BA,ITIUBA
3523800,SP,ITOBI
2917102,BA,ITORORO
4208500,SC,ITUPORANGA
3134400,MG,ITURAMA
3134509,MG,ITUTINGA
3524105,SP,ITUVERAVA
2917334,BA,IUIU
3203007,ES,IUNA
4111506,PR,IVAIPORA
4111555,PR,IVATE
4111605,PR,IVATUBA
5004700,MS,IVINHEMA
5211602,GO,IVOLANDIA
4310801,RS,IVOTI
4208609,SC,JABORA
2917359,BA,JABORANDI
3524204,SP,JABORANDI
4111704,PR,JABOTI
4310850,RS,JABOTICABA
3524303,SP,JABOTICABAL
3134608,MG,JABOTICATUBAS
2405009,RN,JACANA
2917409,BA,JACARACI
2507309,PB,JACARAU
1503754,PA,JACAREACANGA
3524402,SP,JACAREI
4111803,PR,JACAREZINHO
3524501,SP,JACI
5104807,MT,JACIARA
3134707,MG,JACINTO
2917508,BA,JACOBINA
2205151,PI,JACOBINA DO PIAUI
3134806,MG,JACUI
2703502,AL,JACUIPE
4310876,RS,JACUIZINHO
1503804,PA,JACUNDA
3524600,SP,JACUPIRANGA
4310900,RS,JACUTINGA
4111902,PR,JAGUAPITA
2917607,BA,JAGUAQUARA
3135001,MG,JAGUARACU
4311007,RS,JAGUARAO
2917706,BA,JAGUARARI
3203056,ES,JAGUARE
2306702,CE,JAGUARETAMA
4311106,RS,JAGUARI
2306801,CE,JAGUARIBARA
2306900,CE,JAGUARIBE
3524709,SP,JAGUARIUNA
2307007,CE,JAGUARUANA
4208807,SC,JAGUARUNA
3135050,MG,JAIBA
2205201,PI,JAICOS
3524808,SP,JALES
3524907,SP,JAMBEIRO
3135076,MG,JAMPRUCA
3135100,MG,JANAUBA
5211701,GO,JANDAIA
2405108,RN,JANDAIRA
3525003,SP,JANDIRA
2405207,RN,JANDUIS
5104906,MT,JANGADA
4112207,PR,JANIOPOLIS
3135209,MG,JANUARIA
2405306,RN,JANUARIO CICCO
3135308,MG,JAPARAIBA
2703601,AL,JAPARATINGA
2803302,SE,JAPARATUBA
3302270,RJ,JAPERI
2405405,RN,JAPI
2803401,SE,JAPOATA
3135357,MG,JAPONVAR
1302108,AM,JAPURA
5005004,MS,JARDIM
2405504,RN,JARDIM DE ANGICOS
1711506,TO,JAU DO TOCANTINS
5212006,GO,JAUPACI
5105002,MT,JAURU
3135407,MG,JECEABA
3135456,MG,JENIPAPO DE MINAS
2105476,MA,JENIPAPO DOS VIEIRAS
3135506,MG,JEQUERI
2703759,AL,JEQUIA DA PRAIA
2918001,BA,JEQUIE
3135605,MG,JEQUITAI
3135803,MG,JEQUITINHONHA
2918100,BA,JEREMOABO
2507408,PB,JERICO
3525409,SP,JERIQUARA
3203106,ES,JERONIMO MONTEIRO
2205300,PI,JERUMENHA
3135902,MG,JESUANIA
4112751,PR,JESUITAS
5212055,GO,JESUPOLIS
1100122,RO,JI-PARANA
2918209,BA,JIQUIRICA
2918308,BA,JITAUNA
4209003,SC,JOACABA
3136009,MG,JOAIMA
3136108,MG,JOANESIA
3525508,SP,JOANOPOLIS
2608107,PE,JOAO ALFREDO
2405801,RN,JOAO CAMARA
2205359,PI,JOAO COSTA
2405900,RN,JOAO DIAS
2918357,BA,JOAO DOURADO
2105500,MA,JOAO LISBOA
3136207,MG,JOAO MONLEVADE
3203130,ES,JOAO NEIVA
2507507,PB,JOAO PESSOA
3136306,MG,JOAO PINHEIRO
3525607,SP,JOAO RAMALHO
2703809,AL,JOAQUIM GOMES
2608206,PE,JOAQUIM NABUCO
2205409,PI,JOAQUIM PIRES
4112801,PR,JOAQUIM TAVORA
2205458,PI,JOCA MARQUES
4311155,RS,JOIA
4209102,SC,JOINVILLE
3136504,MG,JORDANIA
1200328,AC,JORDAO
4209151,SC,JOSE BOITEUX
3525706,SP,JOSE BONIFACIO
2406007,RN,JOSE DA PENHA
2205508,PI,JOSE DE FREITAS
3136553,MG,JOSE RAYDAN
2105609,MA,JOSELANDIA
3136579,MG,JOSENOPOLIS
5212105,GO,JOVIANIA
5105101,MT,JUARA
2507606,PB,JUAREZ TAVORA
1711803,TO,JUARINA
2507705,PB,JUAZEIRINHO
2918407,BA,JUAZEIRO
2205516,PI,JUAZEIRO DO PIAUI
2307403,CE,JUCAS
2608255,PE,JUCATI
2918456,BA,JUCURUCU
2406106,RN,JUCURUTU
5105150,MT,JUINA
3136702,MG,JUIZ DE FORA
4311205,RS,JULIO DE CASTILHOS
3525805,SP,JULIO MESQUITA
3525854,SP,JUMIRIM
2105658,MA,JUNCO DO MARANHAO
2507804,PB,JUNCO DO SERIDO
2703908,AL,JUNDIA
2406155,RN,JUNDIA
3525904,SP,JUNDIAI
2704005,AL,JUNQUEIRO
2608305,PE,JUPI
4209177,SC,JUPIA
3526100,SP,JUQUIA
3526209,SP,JUQUITIBA
3136801,MG,JURAMENTO
4112959,PR,JURANDA
2608404,PE,JUREMA
2205532,PI,JUREMA
2507903,PB,JURIPIRANGA
2508000,PB,JURU
1302207,AM,JURUA
3136900,MG,JURUAIA
5105176,MT,JURUENA
5105200,MT,JUSCIMEIRA
2918506,BA,JUSSARA
4113007,PR,JUSSARA
2918555,BA,JUSSARI
2918605,BA,JUSSIAPE
1302306,AM,JUTAI
5005152,MS,JUTI
3136959,MG,JUVENILIA
4113106,PR,KALORE
1302405,AM,LABREA
4209201,SC,LACERDOPOLIS
3137007,MG,LADAINHA
3137106,MG,LAGAMAR
2803500,SE,LAGARTO
4209300,SC,LAGES
2105708,MA,LAGO DA PEDRA
2105807,MA,LAGO DO JUNCO
2105948,MA,LAGO DOS RODRIGUES
2105906,MA,LAGO VERDE
2508109,PB,LAGOA
2205557,PI,LAGOA ALEGRE
4311239,RS,LAGOA BONITA DO SUL
1711902,TO,LAGOA DA CONFUSAO
3137205,MG,LAGOA DA PRATA
2406205,RN,LAGOA D'ANTA
2406304,RN,LAGOA DE PEDRAS
2406403,RN,LAGOA DE VELHOS
2205565,PI,LAGOA DO BARRO DO PIAUI
2608453,PE,LAGOA DO CARRO
2608503,PE,LAGOA DO ITAENGA
2105922,MA,LAGOA DO MATO
2205581,PI,LAGOA DO PIAUI
2205599,PI,LAGOA DO SITIO
1711951,TO,LAGOA DO TOCANTINS
2608701,PE,LAGOA DOS GATOS
3137304,MG,LAGOA DOS PATOS
3137403,MG,LAGOA DOURADA
3137502,MG,LAGOA FORMOSA
3137536,MG,LAGOA GRANDE
2608750,PE,LAGOA GRANDE
2105963,MA,LAGOA GRANDE DO MARANHAO
2406502,RN,LAGOA NOVA
2918753,BA,LAGOA REAL
2406601,RN,LAGOA SALGADA
2508307,PB,LAGOA SECA
4311254,RS,LAGOAO
3526308,SP,LAGOINHA
2205540,PI,LAGOINHA DO PIAUI
4209409,SC,LAGUNA
5005251,MS,LAGUNA CARAPA
2918803,BA,LAJE
3302304,RJ,LAJE DO MURIAE
4311403,RS,LAJEADO
1712009,TO,LAJEADO
4209458,SC,LAJEADO GRANDE
2105989,MA,LAJEADO NOVO
2918902,BA,LAJEDAO
2919009,BA,LAJEDINHO
2919058,BA,LAJEDO DO TABOCAL
2406700,RN,LAJES
2406809,RN,LAJES PINTADAS
3137700,MG,LAJINHA
2919108,BA,LAMARAO
3137809,MG,LAMBARI
5105234,MT,LAMBARI D'OESTE
3137908,MG,LAMIM
2205607,PI,LANDRI SALES
4113205,PR,LAPA
3138005,MG,LARANJAL
4113254,PR,LARANJAL
1600279,AP,LARANJAL DO JARI
3526407,SP,LARANJAL PAULISTA
2803609,SE,LARANJEIRAS
4113304,PR,LARANJEIRAS DO SUL
3138104,MG,LASSANCE
2508406,PB,LASTRO
4209508,SC,LAURENTINO
2919207,BA,LAURO DE FREITAS
4209607,SC,LAURO MULLER
1712157,TO,LAVANDEIRA
3138203,MG,LAVRAS
4311502,RS,LAVRAS DO SUL
3526605,SP,LAVRINHAS
3138302,MG,LEANDRO FERREIRA
4209706,SC,LEBON REGIS
3526704,SP,LEME
3138351,MG,LEME DO PRADO
2919306,BA,LENCOIS
3526803,SP,LENCOIS PAULISTA
4209805,SC,LEOBERTO LEAL
5212303,GO,LEOPOLDO DE BULHOES
4113403,PR,LEOPOLIS
4311601,RS,LIBERATO SALZANO
3138500,MG,LIBERDADE
4113429,PR,LIDIANOPOLIS
2106003,MA,LIMA CAMPOS
3138609,MG,LIMA DUARTE
3526902,SP,LIMEIRA
3138625,MG,LIMEIRA DO OESTE
2608909,PE,LIMOEIRO
2704203,AL,LIMOEIRO DE ANADIA
1504000,PA,LIMOEIRO DO AJURU
4113452,PR,LINDOESTE
3527009,SP,LINDOIA
4209854,SC,LINDOIA DO SUL
3137601,MG,LAGOA SANTA
4311643,RS,LINHA NOVA
3203205,ES,LINHARES
3527108,SP,LINS
1712405,TO,LIZARDA
4113502,PR,LOANDA
4113601,PR,LOBATO
2508554,PB,LOGRADOURO
4113700,PR,LONDRINA
3138658,MG,LONTRA
4209904,SC,LONTRAS
3527207,SP,LORENA
2106102,MA,LORETO
3527256,SP,LOURDES
5105259,MT,LUCAS DO RIO VERDE
3527405,SP,LUCELIA
2508604,PB,LUCENA
3527504,SP,LUCIANOPOLIS
5105309,MT,LUCIARA
2406908,RN,LUCRECIA
3527603,SP,LUIS ANTONIO
2205706,PI,LUIS CORREIA
2407005,RN,LUIS GOMES
3138674,MG,LUISBURGO
3138682,MG,LUISLANDIA
4210001,SC,LUIZ ALVES
4113734,PR,LUIZIANA
3527702,SP,LUIZIANIA
3138708,MG,LUMINARIAS
4113759,PR,LUNARDELLI
3527801,SP,LUPERCIO
4113809,PR,LUPIONOPOLIS
3527900,SP,LUTECIA
3138807,MG,LUZ
4210035,SC,LUZERNA
5212501,GO,LUZIANIA
2205805,PI,LUZILANDIA
1712454,TO,LUZINOPOLIS
2407104,RN,MACAIBA
2919603,BA,MACAJUBA
2803708,SE,MACAMBIRA
1600303,AP,MACAPA
2609006,PE,MACAPARANA
2919702,BA,MACARANI
3528007,SP,MACATUBA
2407203,RN,MACAU
3528106,SP,MACAUBAL
2919801,BA,MACAUBAS
3528205,SP,MACEDONIA
3138906,MG,MACHACALIS
1100130,RO,MACHADINHO D'OESTE
3139003,MG,MACHADO
2609105,PE,MACHADOS
4210050,SC,MACIEIRA
3302452,RJ,MACUCO
2919900,BA,MACURURE
2307635,CE,MADALENA
2205854,PI,MADEIRO
2508703,PB,MAE D'AGUA
1504059,PA,MAE DO RIO
2919959,BA,MAETINGA
4210100,SC,MAFRA
1504109,PA,MAGALHAES BARATA
2106300,MA,MAGALHAES DE ALMEIDA
3528304,SP,MAGDA
3302502,RJ,MAGE
2920007,BA,MAIQUINIQUE
2920106,BA,MAIRI
3528403,SP,MAIRINQUE
3528502,SP,MAIRIPORA
5212600,GO,MAIRIPOTABA
2704401,AL,MAJOR ISIDORO
2407252,RN,MAJOR SALES
4210308,SC,MAJOR VIEIRA
3139201,MG,MALACACHETA
2920205,BA,MALHADA
2803807,SE,MALHADA DOS BOIS
2803906,SE,MALHADOR
4113908,PR,MALLET
2508802,PB,MALTA
2508901,PB,MAMANGUAPE
5212709,GO,MAMBAI
4114005,PR,MAMBORE
3139250,MG,MAMONAS
4311734,RS,MAMPITUBA
2509008,PB,MANAIRA
1302553,AM,MANAQUIRI
2609154,PE,MANARI
1302603,AM,MANAUS
1200336,AC,MANCIO LIMA
4114104,PR,MANDAGUACU
4114203,PR,MANDAGUARI
3528601,SP,MANDURI
4114351,PR,MANFRINOPOLIS
3139300,MG,MANGA
3302601,RJ,MANGARATIBA
3139409,MG,MANHUACU
3139508,MG,MANHUMIRIM
1302702,AM,MANICORE
2205904,PI,MANOEL EMIDIO
4114500,PR,MANOEL RIBAS
1200344,AC,MANOEL URBANO
4311759,RS,MANOEL VIANA
2920452,BA,MANSIDAO
3139607,MG,MANTENA
3203304,ES,MANTENOPOLIS
4311775,RS,MAQUINE
2704906,AL,MAR VERMELHO
5212808,GO,MARA ROSA
1302801,AM,MARAA
1504208,PA,MARABA
3528700,SP,MARABA PAULISTA
2106326,MA,MARACACUME
3528809,SP,MARACAI
4210407,SC,MARACAJA
5005400,MS,MARACAJU
1504307,PA,MARACANA
2307650,CE,MARACANAU
2704500,AL,MARAGOGI
2920601,BA,MARAGOGIPE
2106359,MA,MARAJA DO SENA
2307700,CE,MARANGUAPE
2106375,MA,MARANHAOZINHO
1504406,PA,MARAPANIM
3528858,SP,MARAPOAMA
4311791,RS,MARATA
3203320,ES,MARATAIZES
2920700,BA,MARAU
4311809,RS,MARAU
2704609,AL,MARAVILHA
3139706,MG,MARAVILHAS
5105580,MT,MARCELANDIA
4311908,RS,MARCELINO RAMOS
2407302,RN,MARCELINO VIEIRA
2920809,BA,MARCIONILIO SOUZA
2307809,CE,MARCO
2205953,PI,MARCOLANDIA
2206001,PI,MARCOS PARENTE
2704708,AL,MARECHAL DEODORO
4114708,PR,MARIA HELENA
4114807,PR,MARIALVA
3140001,MG,MARIANA
4311981,RS,MARIANA PIMENTEL
4312005,RS,MARIANO MORO
3528908,SP,MARIAPOLIS
2704807,AL,MARIBONDO
3302700,RJ,MARICA
3140100,MG,MARILAC
3203353,ES,MARILANDIA
4115002,PR,MARILENA
3529005,SP,MARILIA
4115101,PR,MARILUZ
4115200,PR,MARINGA
3529104,SP,MARINOPOLIS
3140159,MG,MARIO CAMPOS
4115309,PR,MARIOPOLIS
4115358,PR,MARIPA
3140209,MG,MARIPA DE MINAS
1504422,PA,MARITUBA
2509156,PB,MARIZOPOLIS
3140308,MG,MARLIERIA
4115408,PR,MARMELEIRO
3140407,MG,MARMELOPOLIS
4115457,PR,MARQUINHO
2307908,CE,MARTINOPOLE
3529203,SP,MARTINOPOLIS
2407401,RN,MARTINS
3140530,MG,MARTINS SOARES
2804003,SE,MARUIM
4115507,PR,MARUMBI
5212907,GO,MARZAGAO
2920908,BA,MASCOTE
2308005,CE,MASSAPE
2206050,PI,MASSAPE DO PIAUI
2509206,PB,MASSARANDUBA
4312104,RS,MATA
2705002,AL,MATA GRANDE
2106409,MA,MATA ROMA
3140555,MG,MATA VERDE
3529302,SP,MATAO
2509305,PB,MATARACA
1712702,TO,MATEIROS
4115606,PR,MATELANDIA
3140704,MG,MATEUS LEME
3171501,MG,MATHIAS LOBATO
3140803,MG,MATIAS BARBOSA
3140852,MG,MATIAS CARDOSO
2206100,PI,MATIAS OLIMPIO
2921054,BA,MATINA
2106508,MA,MATINHA
2509339,PB,MATINHAS
4115705,PR,MATINHOS
2509370,PB,MATO GROSSO
4312153,RS,MATO LEITAO
4312179,RS,MATO QUEIMADO
4115739,PR,MATO RICO
3141009,MG,MATO VERDE
2106607,MA,MATOES
2106631,MA,MATOES DO NORTE
4210704,SC,MATOS COSTA
3141108,MG,MATOZINHOS
5212956,GO,MATRINCHA
5105606,MT,MATUPA
2509396,PB,MATUREIA
3141207,MG,MATUTINA
3529401,SP,MAUA
1302900,AM,MAUES
5213004,GO,MAURILANDIA
1712801,TO,MAURILANDIA DO TOCANTINS
2308104,CE,MAURITI
2407500,RN,MAXARANGUAPE
4312203,RS,MAXIMILIANO DE ALMEIDA
1600402,AP,MAZAGAO
3141306,MG,MEDEIROS
2921104,BA,MEDEIROS NETO
4115804,PR,MEDIANEIRA
1504455,PA,MEDICILANDIA
3141405,MG,MEDINA
1504505,PA,MELGACO
3302809,RJ,MENDES
3529500,SP,MENDONCA
4115853,PR,MERCEDES
3141603,MG,MERCES
3529609,SP,MERIDIANO
2308203,CE,MERUOCA
3529658,SP,MESOPOLIS
3141702,MG,MESQUITA
3302858,RJ,MESQUITA
2705200,AL,MESSIAS
2206209,PI,MIGUEL ALVES
2921203,BA,MIGUEL CALMON
2206308,PI,MIGUEL LEAO
3529708,SP,MIGUELOPOLIS
2921302,BA,MILAGRES
2308302,CE,MILAGRES
2106672,MA,MILAGRES DO MARANHAO
2308351,CE,MILHA
2206357,PI,MILTON BRANDAO
5213053,GO,MIMOSO DE GOIAS
3203403,ES,MIMOSO DO SUL
5213087,GO,MINACU
2705309,AL,MINADOR DO NEGRAO
3141801,MG,MINAS NOVAS
3141900,MG,MINDURI
5213103,GO,MINEIROS
1101203,RO,MINISTRO ANDREAZZA
3530003,SP,MIRA ESTRELA
3142007,MG,MIRABELA
3529906,SP,MIRACATU
3303005,RJ,MIRACEMA
1713205,TO,MIRACEMA DO TOCANTINS
2106706,MA,MIRADOR
4115903,PR,MIRADOR
3142106,MG,MIRADOURO
4312302,RS,MIRAGUAI
3142205,MG,MIRAI
2308377,CE,MIRAIMA
5005608,MS,MIRANDA
3530102,SP,MIRANDOPOLIS
2921401,BA,MIRANGABA
1713304,TO,MIRANORTE
2921450,BA,MIRANTE
1101302,RO,MIRANTE DA SERRA
3530201,SP,MIRANTE DO PARANAPANEMA
4116000,PR,MIRASELVA
